[2024-10-15 04:38:19] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-15 04:38:19] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-10-15 04:38:19] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-15 04:39:37] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-15 04:39:37] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-15 04:39:37] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-15 04:39:37] [class-ss-setup-task.php:33] Creating archive directory: G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099\
[2024-10-15 04:39:38] [class-ss-setup-task.php:72] Adding origin URL to queue: http://portfolio/
[2024-10-15 04:40:19] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css
[2024-10-15 04:40:19] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df2339aea7-4dkI5g.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-buzz.min.css
[2024-10-15 04:40:19] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:19] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:19] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:19] [class-ss-page.php:119] Checking Content Identical:9ab20e323d09738b7d3c6f44607f4d2cd7f699ba===. Value: FALSE
[2024-10-15 04:40:19] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css
[2024-10-15 04:40:19] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 573
[2024-10-15 04:40:19] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:19] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df233ac849-gB4zRN.tmp
[2024-10-15 04:40:19] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css?simply_static_page=28
[2024-10-15 04:40:19] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css?simply_static_page=28
[2024-10-15 04:40:19] [class-ss-url-fetcher.php:103] Filesize: 267 bytes
[2024-10-15 04:40:19] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:19] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css
[2024-10-15 04:40:19] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df233ac849-gB4zRN.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:fba16a30b184a5d248b788ea035f22de987a9e1f===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:22; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df2346426d-7KwpKP.tmp
[2024-10-15 04:40:20] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css?simply_static_page=29
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css?simply_static_page=29
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:103] Filesize: 244 bytes
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df2346426d-7KwpKP.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.min.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:abc251343f85dd43124f048b2980a988aa3bdf7f===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:21; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df23475c82-v95ilW.tmp
[2024-10-15 04:40:20] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css?simply_static_page=30
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css?simply_static_page=30
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:103] Filesize: 259 bytes
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df23475c82-v95ilW.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:4321b6b8da55edf445b78a916e52920d773b27ec===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df23483c4f-QxX2wy.tmp
[2024-10-15 04:40:20] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css?simply_static_page=31
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css?simply_static_page=31
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:103] Filesize: 239 bytes
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df23483c4f-QxX2wy.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow-rotate.min.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:d2fb55c5c2550d1767234c8b3649b04cf2a03e10===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df23492625-8wURHu.tmp
[2024-10-15 04:40:20] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css?simply_static_page=32
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css?simply_static_page=32
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:103] Filesize: 218 bytes
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df23492625-8wURHu.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:982249600cc15da0bcb603849eb5d124341ddc46===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df234a397d-3cjaPj.tmp
[2024-10-15 04:40:20] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?simply_static_page=33
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css?simply_static_page=33
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:103] Filesize: 198 bytes
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df234a397d-3cjaPj.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-grow.min.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:3c9d293b60aff72e6ae2c13fd5848565c0964d0c===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df234b162a-SjXujG.tmp
[2024-10-15 04:40:20] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css?simply_static_page=34
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css?simply_static_page=34
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:103] Filesize: 649 bytes
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df234b162a-SjXujG.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:5eddc4aa30be2758dbda6546719de123b72b6a13===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df234cfbf7-wezaH2.tmp
[2024-10-15 04:40:20] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?simply_static_page=35
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css?simply_static_page=35
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:103] Filesize: 568 bytes
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df234cfbf7-wezaH2.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-hang.min.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:825625676d3daa8eb845fd217b99e76bb2c0d6b0===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df234e12dd-EonZdI.tmp
[2024-10-15 04:40:20] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css?simply_static_page=36
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css?simply_static_page=36
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:103] Filesize: 310 bytes
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-15 04:40:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df234e12dd-EonZdI.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.css
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:20] [class-ss-page.php:119] Checking Content Identical:190bc2b9f9477d2456cb09e5d59aecadf35fef78===. Value: FALSE
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-15 04:40:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 573
[2024-10-15 04:40:20] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df234f3f02-3KxAyo.tmp
[2024-10-15 04:40:21] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?simply_static_page=37
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css?simply_static_page=37
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:103] Filesize: 278 bytes
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df234f3f02-3KxAyo.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pop.min.css
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:21] [class-ss-page.php:119] Checking Content Identical:26282eb881da456455354dcfae2a0226012c68c6===. Value: FALSE
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-15 04:40:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 573
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df2352cb06-ZcmFvw.tmp
[2024-10-15 04:40:21] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css?simply_static_page=38
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css?simply_static_page=38
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:103] Filesize: 384 bytes
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df2352cb06-ZcmFvw.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.css
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:21] [class-ss-page.php:119] Checking Content Identical:017ac17dd81532a7fe73e695e0b2dd4850cf1bd0===. Value: FALSE
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-15 04:40:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 573
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df235407a7-tTwjva.tmp
[2024-10-15 04:40:21] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?simply_static_page=39
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css?simply_static_page=39
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:103] Filesize: 349 bytes
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df235407a7-tTwjva.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-grow.min.css
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:21] [class-ss-page.php:119] Checking Content Identical:b33f41ce8735f667a40fa2d81c50a2bb10054b65===. Value: FALSE
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-15 04:40:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 573
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df235532b4-ARhSJt.tmp
[2024-10-15 04:40:21] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css?simply_static_page=40
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css?simply_static_page=40
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:103] Filesize: 394 bytes
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/670df235532b4-ARhSJt.tmp to G:\AZ Website New/wp-content/uploads\simply-static\temp-files/simply-static-1-1728967099/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.css
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-15 04:40:21] [class-ss-page.php:119] Checking Content Identical:f9eb21dfbc669632c37d1666a24f03f99af2d1a5===. Value: FALSE
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:72] URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
[2024-10-15 04:40:21] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 573
[2024-10-15 04:40:21] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/670df23566be7-fjDW4c.tmp
[2024-10-15 04:40:21] [class-ss-page-handler.php:38] URL Prepared:http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?simply_static_page=41
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:251] Fetching URL: http://portfolio/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css?simply_static_page=41
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:103] Filesize: 358 bytes
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-10-15 04:40:21] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse-shrink.min.css
